Datetime – utc,air_humidity_100,air_temperature_100,atm_pressure_main,num_of_resets,piezo_charge,piezo_temperature
2020-10-19T19:00:00Z,29,34.2,9400,1,53472,39
2020-10-19T20:00:00Z,30,34.12,9397,1,53353,36
2020-10-19T21:00:00Z,38,29.66,9401,1,53246,33
2020-10-19T22:00:00Z,38,27.24,9409,1,53161,27
2020-10-19T23:00:00Z,55,24.96,9417,1,53085,25
2020-10-20T00:00:00Z,65,23.62,9429,1,53014,23
2020-10-20T01:00:00Z,71,22.76,9438,1,52946,22
2020-10-20T02:00:00Z,78,21.1,9444,1,52882,20
2020-10-20T03:00:00Z,80,21.16,9441,1,52822,19
2020-10-20T04:00:00Z,81,20.88,9440,1,52763,19
2020-10-20T05:00:00Z,78,21,9437,1,52704,19
2020-10-20T06:00:00Z,78,20.66,9434,1,52644,19
2020-10-20T07:00:00Z,81,20.04,9437,1,52586,18
2020-10-20T08:00:00Z,83,19.96,9442,1,52528,18
2020-10-20T09:00:00Z,81,20.34,9448,1,52471,18
2020-10-20T10:00:00Z,75,22.78,9456,1,52412,19
2020-10-20T11:00:00Z,66,25.14,9463,1,52340,23
2020-10-20T12:00:00Z,62,26.48,9467,1,52254,27
2020-10-20T13:00:00Z,54,28.7,9466,1,52154,32
2020-10-20T14:00:00Z,47,30.54,9463,1,52042,34
2020-10-20T15:00:00Z,38,33.32,9457,1,51914,38
2020-10-20T16:00:00Z,35,34.32,9449,1,51776,41
2020-10-20T17:00:00Z,33,34.6,9438,1,51640,40
2020-10-20T18:00:00Z,31,35.44,9427,1,51493,43
2020-10-20T19:00:00Z,33,34.12,9419,1,51351,41
2020-10-20T20:00:00Z,33,33.32,9418,1,51227,37
2020-10-20T21:00:00Z,38,30.5,9420,1,51118,33
2020-10-20T22:00:00Z,53,26.42,9432,1,51031,28
2020-10-20T23:00:00Z,62,24.66,9439,1,50955,24
2020-10-21T00:00:00Z,65,24.1,9448,1,50884,23
2020-10-21T01:00:00Z,63,24.1,9460,1,50815,22
2020-10-21T02:00:00Z,68,22.82,9454,1,50748,22
2020-10-21T03:00:00Z,71,22.14,9458,1,50684,20
2020-10-21T04:00:00Z,82,20.26,9456,1,50623,20
2020-10-21T05:00:00Z,72,22.34,9454,1,50562,19
2020-10-21T06:00:00Z,79,21.34,9453,1,50500,20
2020-10-21T07:00:00Z,80,21.12,9458,1,50439,19
2020-10-21T08:00:00Z,86,20.44,9462,1,50379,19
2020-10-21T09:00:00Z,88,20.08,9468,1,50320,18
2020-10-21T10:00:00Z,74,23.36,9476,1,50262,18
2020-10-21T11:00:00Z,64,25.82,9477,1,50190,23
2020-10-21T12:00:00Z,52,28.86,9480,1,50097,29
2020-10-21T13:00:00Z,49,30.06,9479,1,49990,33
2020-10-21T14:00:00Z,40,32.62,9475,1,49869,37
2020-10-21T15:00:00Z,35,33.86,9471,1,49731,41
2020-10-21T16:00:00Z,36,33.22,9466,1,49584,43
2020-10-21T17:00:00Z,35,34.22,9457,1,49451,39
2020-10-21T18:00:00Z,30,35.28,9447,1,49310,41
2020-10-21T19:00:00Z,31,34.72,9437,1,49168,41
2020-10-21T20:00:00Z,35,33.66,9433,1,49041,38
2020-10-21T21:00:00Z,38,31.96,9435,1,48929,34
2020-10-21T22:00:00Z,49,26.66,9447,1,48835,29
2020-10-21T23:00:00Z,51,25.34,9454,1,48759,24
2020-10-22T00:00:00Z,52,24.96,9459,1,48688,23
2020-10-22T01:00:00Z,57,24.42,9466,1,48617,23
2020-10-22T02:00:00Z,66,23.5,9473,1,48549,22
2020-10-22T03:00:00Z,68,22.7,9470,1,48482,21
2020-10-22T04:00:00Z,72,21.72,9466,1,48418,20
2020-10-22T05:00:00Z,74,20.8,9467,1,48356,20
2020-10-22T06:00:00Z,73,19.9,9464,1,48297,19
2020-10-22T07:00:00Z,73,18.8,9465,1,48241,18
2020-10-22T08:00:00Z,74,18.22,9471,1,48188,17
2020-10-22T09:00:00Z,75,17.7,9478,1,48136,16
2020-10-22T10:00:00Z,66,20.2,9482,1,48082,17
2020-10-22T11:00:00Z,60,22.3,9486,1,48017,21
2020-10-22T12:00:00Z,52,25.14,9485,1,47938,25
2020-10-22T13:00:00Z,44,27.96,9483,1,47844,29
2020-10-22T14:00:00Z,41,29.12,9478,1,47737,33
2020-10-22T15:00:00Z,34,32.22,9471,1,47617,37
2020-10-22T16:00:00Z,33,32.54,9466,1,47482,40
2020-10-22T17:00:00Z,27,33.54,9456,1,47344,41
2020-10-22T18:00:00Z,26,34.4,9446,1,47205,41
2020-10-22T19:00:00Z,29,32.98,9437,1,47072,39
2020-10-22T20:00:00Z,31,32.6,9434,1,46950,37
2020-10-22T21:00:00Z,32,30.98,9433,1,46842,33
2020-10-22T22:00:00Z,40,26.94,9436,1,46753,28
2020-10-22T23:00:00Z,47,25.3,9443,1,46678,24
2020-10-23T00:00:00Z,48,25.06,9451,1,46608,22
2020-10-23T01:00:00Z,51,23.9,9457,1,46537,22
2020-10-23T02:00:00Z,54,23.56,9465,1,46470,22
2020-10-23T03:00:00Z,58,22.62,9466,1,46403,21
2020-10-23T04:00:00Z,63,21.88,9465,1,46340,20
2020-10-23T05:00:00Z,69,20.72,9459,1,46278,19
2020-10-23T06:00:00Z,73,19.9,9456,1,46220,18
2020-10-23T07:00:00Z,75,19.08,9455,1,46164,18
2020-10-23T08:00:00Z,79,17.9,9462,1,46111,16
2020-10-23T09:00:00Z,79,17.66,9461,1,46060,16
2020-10-23T10:00:00Z,67,20.68,9464,1,46006,17
2020-10-23T11:00:00Z,56,23.8,9464,1,45940,22
2020-10-23T12:00:00Z,49,25.88,9465,1,45857,26
2020-10-23T13:00:00Z,45,27.88,9459,1,45760,31
2020-10-23T14:00:00Z,44,29.26,9452,1,45651,34
2020-10-23T15:00:00Z,39,31.72,9450,1,45533,36
2020-10-23T16:00:00Z,35,33.92,9441,1,45402,39
2020-10-23T17:00:00Z,33,35.2,9427,1,45265,40
2020-10-23T18:00:00Z,33,34.62,9412,1,45125,41
2020-10-23T19:00:00Z,64,25.92,9408,1,45000,33
2020-10-23T20:00:00Z,79,22.96,9420,1,44912,23
2020-10-23T21:00:00Z,82,22.62,9418,1,44785,21
2020-10-23T22:00:00Z,75,22.64,9419,1,44719,21
2020-10-23T23:00:00Z,78,22.12,9420,1,44655,21
2020-10-24T00:00:00Z,82,20.96,9426,1,44593,19
2020-10-24T01:00:00Z,83,21.32,9430,1,44532,19
2020-10-24T02:00:00Z,85,20.54,9427,1,44472,19
2020-10-24T03:00:00Z,86,20.44,9425,1,44413,19
2020-10-24T04:00:00Z,85,20.52,9423,1,44354,19
2020-10-24T05:00:00Z,82,20.72,9426,1,44295,19
2020-10-24T06:00:00Z,84,20.34,9422,1,44235,19
2020-10-24T07:00:00Z,85,20.3,9425,1,44175,19
2020-10-24T08:00:00Z,86,19.9,9427,1,44117,18
2020-10-24T09:00:00Z,89,19.46,9430,1,44060,18
2020-10-24T10:00:00Z,76,22.62,9436,1,44001,19
2020-10-24T11:00:00Z,66,25.56,9439,1,43929,23
2020-10-24T12:00:00Z,61,26.54,9441,1,43842,27
2020-10-24T13:00:00Z,57,27.46,9438,1,43746,30
2020-10-24T14:00:00Z,55,27.82,9433,1,43647,31
2020-10-24T15:00:00Z,48,30.6,9428,1,43543,32
2020-10-24T16:00:00Z,41,33.24,9423,1,43432,34
2020-10-24T17:00:00Z,32,36.62,9407,1,43296,41
2020-10-24T18:00:00Z,33,34.78,9389,1,43155,41
2020-10-24T19:00:00Z,38,32.86,9386,1,43030,37
2020-10-24T20:00:00Z,34,33.12,9386,1,42916,35
2020-10-24T21:00:00Z,65,26.08,9392,1,42822,29
2020-10-24T22:00:00Z,73,23.74,9397,1,42746,24
2020-10-24T23:00:00Z,75,22.94,9405,1,42678,22
2020-10-25T00:00:00Z,77,22.8,9410,1,42611,21
2020-10-25T01:00:00Z,78,22.5,9412,1,42546,21
2020-10-25T02:00:00Z,79,22.42,9413,1,42479,21
2020-10-25T03:00:00Z,80,20.88,9411,1,42416,20
2020-10-25T04:00:00Z,77,21.36,9404,1,42356,19
2020-10-25T05:00:00Z,79,20.84,9401,1,42296,19
2020-10-25T06:00:00Z,79,20.68,9398,1,42237,19
2020-10-25T07:00:00Z,81,20.16,9401,1,42179,18
2020-10-25T08:00:00Z,85,19.44,9407,1,42123,17
2020-10-25T09:00:00Z,89,18.92,9410,1,42070,17
2020-10-25T10:00:00Z,82,21.04,9420,1,42013,18
2020-10-25T11:00:00Z,75,23.78,9422,1,41945,22
2020-10-25T12:00:00Z,65,26.46,9422,1,41860,27
2020-10-25T13:00:00Z,57,28.86,9421,1,41766,30
2020-10-25T14:00:00Z,48,31.58,9421,1,41665,32
2020-10-25T15:00:00Z,46,32.56,9413,1,41550,35
2020-10-25T16:00:00Z,43,32.68,9403,1,41424,38
2020-10-25T17:00:00Z,33,36.64,9389,1,41289,40
2020-10-25T18:00:00Z,29,36.26,9375,1,41158,39
2020-10-25T19:00:00Z,56,26.86,9378,1,41046,34
2020-10-25T20:00:00Z,45,29.72,9375,1,40950,30
2020-10-25T21:00:00Z,46,29.72,9375,1,40852,31
2020-10-25T22:00:00Z,55,25.6,9379,1,40767,27
2020-10-25T23:00:00Z,59,24.46,9385,1,40695,23
2020-10-26T00:00:00Z,61,24.24,9389,1,40626,22
2020-10-26T01:00:00Z,63,24.06,9395,1,40557,22
2020-10-26T02:00:00Z,61,24.44,9393,1,40484,23
2020-10-26T03:00:00Z,62,24.32,9391,1,40414,23
2020-10-26T04:00:00Z,65,23.32,9395,1,40345,22
2020-10-26T05:00:00Z,69,22.48,9388,1,40279,21
2020-10-26T06:00:00Z,72,21.6,9387,1,40215,20
2020-10-26T07:00:00Z,77,20.92,9388,1,40154,20
2020-10-26T08:00:00Z,82,20.06,9390,1,40094,19
2020-10-26T09:00:00Z,84,19.92,9391,1,40036,19
2020-10-26T10:00:00Z,77,21.46,9403,1,39976,19
2020-10-26T11:00:00Z,72,22.1,9409,1,39909,21
2020-10-26T12:00:00Z,67,22.34,9412,1,39839,22
2020-10-26T13:00:00Z,69,22.08,9417,1,39770,22
2020-10-26T14:00:00Z,70,22.3,9430,1,39698,21
2020-10-26T15:00:00Z,92,18.36,9443,1,39578,19
2020-10-26T16:00:00Z,90,19.2,9405,1,39478,18
2020-10-26T17:00:00Z,87,20.3,9393,1,39416,20
2020-10-26T18:00:00Z,77,22.56,9387,1,39348,22
2020-10-26T19:00:00Z,72,23.56,9382,1,39273,24
2020-10-26T20:00:00Z,66,24.84,9379,1,39195,25
2020-10-26T21:00:00Z,76,22.52,9384,1,39117,25
2020-10-26T22:00:00Z,79,21.54,9392,1,39050,21
2020-10-26T23:00:00Z,87,19.54,9398,1,38988,19
2020-10-27T00:00:00Z,92,18.62,9400,1,38933,17
2020-10-27T01:00:00Z,94,17.86,9403,1,38880,17
2020-10-27T02:00:00Z,95,17.84,9404,1,38827,16
2020-10-27T03:00:00Z,96,18.2,9398,1,38774,17
2020-10-27T04:00:00Z,96,18.36,9391,1,38720,17
2020-10-27T05:00:00Z,97,17.82,9384,1,38666,17
2020-10-27T06:00:00Z,98,17.26,9383,1,38614,16
2020-10-27T07:00:00Z,99,16.9,9381,1,38563,16
2020-10-27T08:00:00Z,97,17.16,9386,1,38511,16
2020-10-27T09:00:00Z,96,16.9,9390,1,38460,16
2020-10-27T10:00:00Z,86,19.58,9396,1,38408,16
2020-10-27T11:00:00Z,76,22.2,9399,1,38347,20
2020-10-27T12:00:00Z,59,24.16,9400,1,38272,24
2020-10-27T13:00:00Z,44,26.4,9401,1,38182,29
2020-10-27T14:00:00Z,37,27.92,9395,1,38078,32
2020-10-27T15:00:00Z,32,30.46,9387,1,37966,35
2020-10-27T16:00:00Z,29,30.84,9380,1,37845,37
2020-10-27T17:00:00Z,29,31.46,9369,1,37722,37
2020-10-27T18:00:00Z,27,32.64,9358,1,37600,37
2020-10-27T19:00:00Z,26,31.18,9354,1,37484,35
2020-10-27T20:00:00Z,25,30.7,9350,1,37375,34
2020-10-27T21:00:00Z,29,29.42,9353,1,37276,31
2020-10-27T22:00:00Z,40,23.1,9360,1,37195,26
2020-10-27T23:00:00Z,45,21.04,9367,1,37131,20
2020-10-28T00:00:00Z,51,19.48,9372,1,37077,17
2020-10-28T01:00:00Z,61,17.96,9376,1,37025,16
2020-10-28T02:00:00Z,66,17.18,9379,1,36975,15
2020-10-28T03:00:00Z,69,16.62,9378,1,36927,15
2020-10-28T04:00:00Z,69,15.68,9374,1,36880,14
2020-10-28T05:00:00Z,71,15.18,9372,1,36836,13
2020-10-28T06:00:00Z,73,14.72,9369,1,36793,12
2020-10-28T07:00:00Z,72,15.12,9368,1,36750,12
2020-10-28T08:00:00Z,86,12.36,9372,1,36707,12
2020-10-28T09:00:00Z,85,12.42,9378,1,36667,11
2020-10-28T10:00:00Z,62,18.98,9384,1,36625,12
2020-10-28T11:00:00Z,43,26.4,9394,1,36561,21
2020-10-28T12:00:00Z,32,28.78,9401,1,36471,29
2020-10-28T13:00:00Z,29,30.88,9401,1,36367,33
2020-10-28T14:00:00Z,27,32.22,9397,1,36250,36
2020-10-28T15:00:00Z,24,33.96,9390,1,36118,39
2020-10-28T16:00:00Z,21,35.16,9383,1,35976,42
2020-10-28T17:00:00Z,19,36.54,9377,1,35833,42
2020-10-28T18:00:00Z,19,36.6,9366,1,35690,42
2020-10-28T19:00:00Z,18,35.66,9356,1,35555,40
2020-10-28T20:00:00Z,17,35.2,9356,1,35425,39
2020-10-28T21:00:00Z,22,33.04,9360,1,35309,35
2020-10-28T22:00:00Z,34,25.84,9363,1,35217,29
2020-10-28T23:00:00Z,44,22.84,9368,1,35147,22
2020-10-29T00:00:00Z,43,22.78,9377,1,35084,20
2020-10-29T01:00:00Z,47,20.98,9384,1,35025,19
2020-10-29T02:00:00Z,45,21.5,9388,1,34969,17
2020-10-29T03:00:00Z,56,19.44,9389,1,34913,18
2020-10-29T08:00:00Z,54,19.72,9387,1,34651,18
2020-10-29T09:00:00Z,65,17.2,9394,1,34596,17
2020-10-29T10:00:00Z,57,20.14,9409,1,34543,16
2020-10-29T11:00:00Z,71,20.54,9432,1,34483,19
2020-10-29T12:00:00Z,87,18.66,9444,1,34406,18
2020-10-29T13:00:00Z,91,19.02,9440,1,34296,18
2020-10-29T14:00:00Z,86,19.34,9445,1,34210,18
2020-10-29T15:00:00Z,93,18.7,9441,1,34020,18
2020-10-29T16:00:00Z,92,18.68,9419,1,33872,18
2020-10-29T17:00:00Z,88,20.04,9416,1,33805,19
2020-10-29T18:00:00Z,82,20.56,9411,1,33743,20
2020-10-29T19:00:00Z,79,20.84,9411,1,33677,21
2020-10-29T20:00:00Z,81,20.26,9412,1,33612,21
2020-10-29T21:00:00Z,84,19.48,9415,1,33550,20
2020-10-29T22:00:00Z,86,18.94,9424,1,33491,18
2020-10-29T23:00:00Z,86,18.74,9433,1,33435,18
2020-10-30T00:00:00Z,87,18.12,9440,1,33377,17
2020-10-30T01:00:00Z,84,17.72,9447,1,33323,17
2020-10-30T02:00:00Z,83,17.72,9446,1,33266,16
2020-10-30T03:00:00Z,80,17.98,9447,1,33212,17
2020-10-30T04:00:00Z,85,17.3,9443,1,33151,16
2020-10-30T05:00:00Z,85,17.14,9431,1,33100,15
2020-10-30T06:00:00Z,84,17.44,9426,1,33050,16
2020-10-30T07:00:00Z,85,17.52,9429,1,32998,16
2020-10-30T08:00:00Z,87,17.06,9430,1,32946,16
2020-10-30T09:00:00Z,86,17.52,9436,1,32894,16
2020-10-30T10:00:00Z,84,18.3,9446,1,32840,17
2020-10-30T11:00:00Z,82,19.02,9456,1,32782,18
2020-10-30T12:00:00Z,79,20,9462,1,32721,19
2020-10-30T13:00:00Z,71,21.68,9467,1,32651,22
2020-10-30T14:00:00Z,74,20.74,9471,1,32576,24
2020-10-30T15:00:00Z,76,20.86,9467,1,32487,23
2020-10-30T16:00:00Z,80,19.74,9465,1,32419,21
2020-10-30T17:00:00Z,79,19.72,9460,1,32352,21
2020-10-30T18:00:00Z,84,18.84,9460,1,32286,20
2020-10-30T19:00:00Z,87,17.92,9459,1,32226,18
2020-10-30T20:00:00Z,90,17.56,9461,1,32169,17
2020-10-30T21:00:00Z,88,17.3,9463,1,32114,17
2020-10-30T22:00:00Z,86,16.82,9469,1,32062,16
2020-10-30T23:00:00Z,89,15.94,9471,1,32010,15
2020-10-31T00:00:00Z,86,15.84,9481,1,31963,14
2020-10-31T01:00:00Z,84,16.14,9480,1,31914,14
2020-10-31T02:00:00Z,84,15.68,9484,1,31866,14
2020-10-31T03:00:00Z,84,15.42,9480,1,31819,14
2020-10-31T04:00:00Z,84,15.02,9476,1,31773,13
2020-10-31T05:00:00Z,83,14.84,9473,1,31728,13
2020-10-31T06:00:00Z,84,14.7,9467,1,31683,13
2020-10-31T07:00:00Z,84,14.7,9467,1,31638,13
2020-10-31T08:00:00Z,83,14.84,9471,1,31592,14
2020-10-31T09:00:00Z,81,15.02,9475,1,31546,14
2020-10-31T10:00:00Z,79,15.6,9482,1,31497,14
2020-10-31T11:00:00Z,68,18.54,9486,1,31444,16
2020-10-31T12:00:00Z,61,20.64,9490,1,31376,22
2020-10-31T13:00:00Z,53,23.16,9490,1,31295,25
2020-10-31T14:00:00Z,52,23.76,9489,1,31208,27
2020-10-31T15:00:00Z,42,27.82,9481,1,31106,32
2020-10-31T16:00:00Z,42,27.6,9472,1,30988,36
2020-10-31T17:00:00Z,36,30.5,9460,1,30867,37
2020-10-31T18:00:00Z,37,30.12,9453,1,30738,38
2020-10-31T19:00:00Z,42,27.46,9446,1,30628,34
2020-10-31T20:00:00Z,38,29.2,9442,1,30535,29
2020-10-31T21:00:00Z,48,24.86,9444,1,30443,29
2020-10-31T22:00:00Z,54,22.92,9448,1,30372,22
2020-10-31T23:00:00Z,59,21.84,9453,1,30303,21
2020-11-01T00:00:00Z,62,21.04,9459,1,30240,20
2020-11-01T01:00:00Z,66,19.66,9468,1,30181,19
2020-11-01T02:00:00Z,68,18.84,9466,1,30124,17
2020-11-01T03:00:00Z,70,18.54,9466,1,30070,17
2020-11-01T04:00:00Z,78,17.2,9465,1,29990,17
2020-11-01T05:00:00Z,78,16.54,9459,1,29941,15
2020-11-01T06:00:00Z,81,15.66,9458,1,29893,14
2020-11-01T07:00:00Z,83,15.16,9457,1,29848,13
2020-11-01T08:00:00Z,85,14.34,9461,1,29804,13
2020-11-01T09:00:00Z,85,14.3,9465,1,29762,13
2020-11-01T10:00:00Z,76,17.04,9470,1,29717,13
2020-11-01T11:00:00Z,66,19.18,9475,1,29663,16
2020-11-01T12:00:00Z,57,21.52,9473,1,29595,22
2020-11-01T13:00:00Z,52,24,9469,1,29511,27
2020-11-01T14:00:00Z,42,26.46,9464,1,29410,31
2020-11-01T15:00:00Z,35,28.94,9457,1,29292,36
2020-11-01T16:00:00Z,33,30.1,9449,1,29167,37
2020-11-01T17:00:00Z,31,29.74,9439,1,29058,33
2020-11-01T18:00:00Z,27,31.32,9432,1,28949,34
2020-11-01T19:00:00Z,27,30.4,9428,1,28846,32
2020-11-01T20:00:00Z,39,25.42,9427,1,28751,30
2020-11-01T21:00:00Z,37,26.14,9429,1,28667,27
2020-11-01T22:00:00Z,49,21.7,9436,1,28595,23
2020-11-01T23:00:00Z,50,20.34,9438,1,28534,19
2020-11-02T00:00:00Z,51,19.38,9444,1,28478,17
2020-11-02T01:00:00Z,60,17.36,9444,1,28425,16
2020-11-02T02:00:00Z,58,17.98,9445,1,28375,16
2020-11-02T03:00:00Z,59,17.58,9445,1,28324,15
2020-11-02T04:00:00Z,66,16.36,9448,1,28276,15
2020-11-02T05:00:00Z,74,14.82,9449,1,28230,13
2020-11-02T06:00:00Z,77,14.26,9448,1,28186,13
2020-11-02T07:00:00Z,81,13.58,9447,1,28144,12
2020-11-02T08:00:00Z,82,13.02,9451,1,28104,11
2020-11-02T09:00:00Z,84,12.56,9457,1,28065,11
2020-11-02T10:00:00Z,70,15.68,9464,1,28023,12
2020-11-02T11:00:00Z,58,18.66,9469,1,27970,17
2020-11-02T12:00:00Z,49,20.92,9471,1,27903,21
2020-11-02T13:00:00Z,43,23.06,9469,1,27821,26
2020-11-02T14:00:00Z,35,25.36,9463,1,27726,30
2020-11-02T15:00:00Z,30,27.68,9454,1,27618,34
2020-11-02T16:00:00Z,26,30.28,9445,1,27496,37
2020-11-02T17:00:00Z,26,30.06,9433,1,27371,37
2020-11-02T18:00:00Z,25,29.92,9423,1,27257,35
2020-11-02T19:00:00Z,28,27.16,9415,1,27147,34
2020-11-02T20:00:00Z,26,28.64,9411,1,27045,31
2020-11-02T21:00:00Z,29,27.14,9414,1,26955,28
2020-11-02T22:00:00Z,40,21.94,9418,1,26882,23
2020-11-02T23:00:00Z,40,21.1,9424,1,26822,19
2020-11-03T00:00:00Z,48,19.46,9428,1,26763,19
2020-11-03T01:00:00Z,45,20,9430,1,26707,18
2020-11-03T02:00:00Z,48,19.42,9433,1,26653,17
2020-11-03T03:00:00Z,52,17.78,9434,1,26602,15
2020-11-03T04:00:00Z,52,17.26,9429,1,26553,15
2020-11-03T05:00:00Z,62,14.9,9428,1,26507,14
2020-11-03T06:00:00Z,66,15.62,9428,1,26463,13
2020-11-03T07:00:00Z,68,15.34,9432,1,26417,14
2020-11-03T08:00:00Z,66,15.56,9438,1,26370,14
2020-11-03T09:00:00Z,69,15.46,9445,1,26325,13
2020-11-03T10:00:00Z,67,16.82,9452,1,26276,15
2020-11-03T11:00:00Z,60,18.6,9457,1,26221,17
2020-11-03T12:00:00Z,56,19.9,9460,1,26154,21
2020-11-03T13:00:00Z,39,25.52,9458,1,26072,26
2020-11-03T14:00:00Z,32,28.92,9452,1,25965,33
2020-11-03T15:00:00Z,27,29.88,9445,1,25842,37
2020-11-03T16:00:00Z,24,32.16,9437,1,25720,37
2020-11-03T17:00:00Z,22,32.9,9429,1,25598,37
2020-11-03T18:00:00Z,23,31.66,9422,1,25478,36
2020-11-03T19:00:00Z,27,29.62,9412,1,25365,35
2020-11-03T20:00:00Z,21,32.16,9409,1,25260,32
2020-11-03T21:00:00Z,27,27.5,9410,1,25164,30
2020-11-03T22:00:00Z,36,22.92,9415,1,25087,25
2020-11-03T23:00:00Z,45,20.1,9421,1,25023,20
2020-11-04T00:00:00Z,50,19.46,9425,1,24966,18
2020-11-04T01:00:00Z,57,17.68,9431,1,24911,17
2020-11-04T02:00:00Z,60,16.78,9432,1,24859,16
2020-11-04T03:00:00Z,63,16.18,9432,1,24812,14
2020-11-04T04:00:00Z,59,18.22,9440,1,24763,15
2020-11-04T05:00:00Z,64,16.66,9436,1,24709,15
2020-11-04T06:00:00Z,65,16.58,9435,1,24661,14
2020-11-04T07:00:00Z,66,16.4,9442,1,24613,15
2020-11-04T08:00:00Z,66,15.92,9446,1,24566,14
2020-11-04T09:00:00Z,70,15.06,9449,1,24521,13
2020-11-04T10:00:00Z,60,18.78,9457,1,24473,14
2020-11-04T11:00:00Z,48,22.32,9461,1,24411,20
2020-11-04T12:00:00Z,42,24.46,9463,1,24333,25
2020-11-04T13:00:00Z,34,27.3,9464,1,24241,29
2020-11-04T14:00:00Z,31,28.36,9459,1,24137,33
2020-11-04T15:00:00Z,27,31.52,9454,2,65530,39
2020-11-04T16:00:00Z,29,29.4,9444,2,65420,35
2020-11-04T17:00:00Z,21,34.22,9433,2,65304,36
2020-11-04T18:00:00Z,25,29.62,9425,2,65189,35
2020-11-04T19:00:00Z,21,32.98,9417,2,65079,33
2020-11-04T20:00:00Z,26,28.02,9412,2,64972,33
2020-11-04T21:00:00Z,27,29.22,9414,2,64882,29
2020-11-04T22:00:00Z,35,23.84,9416,2,64801,26
2020-11-04T23:00:00Z,42,22.4,9418,2,64732,22
2020-11-05T00:00:00Z,47,22.2,9426,2,64669,20
2020-11-05T01:00:00Z,57,20.32,9433,2,64604,20
2020-11-05T02:00:00Z,60,18.92,9433,2,64548,17
2020-11-05T03:00:00Z,61,17.92,9431,2,64495,16
2020-11-05T04:00:00Z,62,17.58,9427,2,64445,15
2020-11-05T05:00:00Z,66,17,9423,2,64397,14
2020-11-05T06:00:00Z,70,16.1,9427,2,64349,14
2020-11-05T07:00:00Z,77,15.42,9429,2,64303,14
2020-11-05T08:00:00Z,79,14.74,9434,2,64258,13
2020-11-05T09:00:00Z,83,14,9440,2,64217,12
2020-11-05T10:00:00Z,70,16.62,9445,2,64171,13
2020-11-05T11:00:00Z,55,20.26,9449,2,64115,18
2020-11-05T12:00:00Z,52,21.54,9450,2,64044,23
2020-11-05T13:00:00Z,42,24.56,9449,2,63959,27
2020-11-05T14:00:00Z,35,27.58,9444,2,63852,32
2020-11-05T15:00:00Z,30,30.04,9438,2,63736,36
2020-11-05T16:00:00Z,23,32.5,9431,2,63608,39
2020-11-05T17:00:00Z,23,33.08,9420,2,63478,39
2020-11-05T18:00:00Z,23,31.58,9413,2,63354,38
2020-11-05T19:00:00Z,20,32.16,9405,2,63229,36
2020-11-05T20:00:00Z,18,32.04,9403,2,63115,35
2020-11-05T21:00:00Z,18,31.66,9407,2,63011,33
2020-11-05T22:00:00Z,29,23.36,9415,2,62928,27
2020-11-05T23:00:00Z,31,22.28,9420,2,62862,20
2020-11-06T00:00:00Z,32,21.2,9427,2,62804,19
2020-11-06T01:00:00Z,36,19.82,9430,2,62746,17
2020-11-06T02:00:00Z,49,16.64,9430,2,62694,16
2020-11-06T03:00:00Z,52,16.38,9426,2,62646,15
2020-11-06T04:00:00Z,59,15.7,9423,2,62600,13
2020-11-06T05:00:00Z,53,17.74,9420,2,62554,13
2020-11-06T06:00:00Z,48,17.92,9420,2,62505,15
2020-11-06T07:00:00Z,50,17.62,9427,2,62454,16
2020-11-06T08:00:00Z,58,16,9436,2,62404,15
2020-11-06T09:00:00Z,65,15.84,9445,2,62361,13
2020-11-06T10:00:00Z,56,19.48,9455,2,62312,15
2020-11-06T11:00:00Z,52,21.04,9462,2,62247,20
2020-11-06T12:00:00Z,43,24.36,9462,2,62170,25
2020-11-06T13:00:00Z,38,26.62,9459,2,62079,29
2020-11-06T14:00:00Z,29,30.48,9454,2,61972,33
2020-11-06T15:00:00Z,25,31.52,9444,2,61843,38
2020-11-06T16:00:00Z,22,32.26,9438,2,61711,40
2020-11-06T17:00:00Z,18,33.9,9427,2,61574,41
2020-11-06T18:00:00Z,17,34.94,9422,2,61437,41
2020-11-06T19:00:00Z,19,32.88,9415,2,61300,39
2020-11-06T20:00:00Z,18,32.4,9415,2,61178,37
2020-11-06T21:00:00Z,19,31.84,9417,2,61071,33
2020-11-06T22:00:00Z,25,26.6,9422,2,60984,28
2020-11-06T23:00:00Z,34,24.24,9425,2,60911,23
2020-11-07T00:00:00Z,31,23.58,9432,2,60845,21
2020-11-07T01:00:00Z,34,23.26,9436,2,60777,21
2020-11-07T02:00:00Z,36,22.76,9437,2,60713,21
2020-11-07T03:00:00Z,39,21.52,9440,2,60652,19
2020-11-07T04:00:00Z,41,21.54,9440,2,60593,19
2020-11-07T05:00:00Z,46,20.2,9443,2,60534,19
2020-11-07T06:00:00Z,50,19.42,9445,2,60478,17
2020-11-07T07:00:00Z,53,19.16,9448,2,60424,17
2020-11-07T08:00:00Z,55,18.42,9455,2,60370,17
2020-11-07T09:00:00Z,56,18.12,9461,2,60319,16
2020-11-07T10:00:00Z,52,20.68,9470,2,60263,17
2020-11-07T11:00:00Z,47,23.12,9479,2,60196,21
2020-11-07T12:00:00Z,40,26.18,9482,2,60114,26
2020-11-07T13:00:00Z,35,28.26,9480,2,60014,31
2020-11-07T14:00:00Z,27,31.72,9477,2,59894,36
2020-11-07T15:00:00Z,23,33.52,9471,2,59763,40
2020-11-07T16:00:00Z,21,35.74,9463,2,59628,41
